,situacao-habitacional,distrito,concelho,area-util,tipo-casa,tipologia,ano_nascimento_interval,nacionalidade_pt,rendimento-anual,num-pessoas-nao-dependentes,num-pessoas-dependentes,situacao-profissional,educacao,satisfacao,percentagem-renda-paga,valor-mensal-renda,ano-inicio-arrendamento,rendimento-arrendamento,estrategia-arrendamento,insatisfacao-motivos,valor-compra,ano-compra,estado-conservacao,estrategia-compra,rendimento-liquido-anual-individual-na-compra,rendimento-liquido-anual-conjunto-na-compra,ano-heranca-aquisicao,rendimento-liquido-anual-individual-na-aquisicao,rendimento-heranca-conjunto,estado-conservacao-heranca
492,['comprei'],lisboa,alenquer,['81-100'],['moradia'],['T2'],"[1950, 1955)",nao_portuguesa,['7001-12000'],1,1,['aposentado'],['mestrado'],['satisfeito'],,,,,,['vivo-longe-de-transportes'],54000.0,2018.0,['bom'],['sem-ajuda'],['7001-12000'],,,,,
493,['comprei'],lisboa,oeiras,['41-60'],['apartamento'],['T2'],"[1990, 1995)",nao_portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['falta-espaco'],270000.0,2024.0,['execelente'],['emprestimo'],['50001-80000'],,,,,
494,['comprei'],setúbal,almada,['101-200'],['apartamento'],['T3'],"[1980, 1985)",portuguesa,['20001-35000'],1,2,['empregado-tempo-inteiro'],['doutoramento'],['muito-satisfeito'],,,,,,,258000.0,2018.0,['raiz'],"['emprestimo', 'apoio-familiar']",['20001-35000'],,,,,
495,['comprei'],lisboa,sintra,['81-100'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['35001-50000'],1,1,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],,,,,,['falta-espaco'],95000.0,2019.0,['bom'],['emprestimo'],['20001-35000'],,,,,
496,['comprei'],braga,vila nova de famalicão,['201-400'],['moradia'],['T3'],"[1980, 1985)",portuguesa,['35001-50000'],1,2,['empregado-tempo-inteiro'],['estudo-superior'],['satisfeito'],,,,,,['vivo-longe-de-transportes'],200000.0,2014.0,['bom'],['emprestimo'],['20001-35000'],,,,,
497,['arrendo'],porto,porto,['61-80'],['moradia'],['T3'],"[1995, 2000)",portuguesa,['20001-35000'],2,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],35,300.0,2020.0,['12001-20000'],['sem-ajuda'],,,,,,,,,,,
498,['comprei'],setúbal,setúbal,['81-100'],['moradia'],['T2'],"[1980, 1985)",portuguesa,['7001-12000'],1,2,['desempregada'],['licenciatura'],['satisfeito'],,,,,,"['vivo-longe', 'falta-espaco']",125000.0,2017.0,['bom'],"['emprestimo', 'conjunto']",['12001-20000'],['20001-35000'],,,,
499,['outrem'],leiria,bombarral,['101-200'],['moradia'],['T3'],"[1985, 1990)",portuguesa,['20001-35000'],2,0,['contrato-temporario'],['doutoramento'],['insatisfeito'],,,,,,"['vivo-longe', 'outro']",,,,,,,,,,
500,['outrem'],lisboa,cascais,['101-200'],['moradia'],['T4+'],"[1990, 1995)",portuguesa,['20001-35000'],2,0,['independente'],['mestrado'],['insatisfeito'],,,,,,"['outro', 'vivo-longe-de-transportes']",,,,,,,,,,
501,['comprei'],lisboa,amadora,['81-100'],['apartamento'],['T2'],"[1985, 1990)",portuguesa,['35001-50000'],1,2,['independente'],['mestrado'],['satisfeito'],,,,,,['outro'],160000.0,2018.0,['bom'],"['emprestimo', 'apoio-familiar', 'conjunto']",['20001-35000'],['20001-35000'],,,,
502,['comprei'],lisboa,loures,['101-200'],['moradia'],['T4+'],"[1985, 1990)",portuguesa,['35001-50000'],1,3,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,440000.0,2023.0,['execelente'],"['emprestimo', 'apoio-familiar', 'conjunto', 'outra']",['20001-35000'],['35001-50000'],,,,
503,['outrem'],lisboa,sintra,['81-100'],['apartamento'],['T3'],"[1990, 1995)",portuguesa,['35001-50000'],1,1,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],,,,,,NR,,,,,,,,,,
504,['arrendo'],lisboa,lisboa,['41-60'],['apartamento'],['T1'],"[1980, 1985)",portuguesa,['12001-20000'],0,0,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],100,438.0,2015.0,['7001-12000'],['sem-ajuda'],['habitacao-mau-estado'],,,,,,,,,,
505,['arrendo'],lisboa,lisboa,['61-80'],['apartamento'],['T2'],"[1975, 1980)",portuguesa,['12001-20000'],0,3,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],100,670.0,2020.0,['12001-20000'],['sem-ajuda'],['habitacao-mau-estado'],,,,,,,,,,
506,['outrem'],porto,porto,['41-60'],['apartamento'],['T1'],"[1985, 1990)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,['falta-espaco'],,,,,,,,,,
507,['comprei'],porto,vila nova de gaia,['41-60'],['apartamento'],['T2'],"[1975, 1980)",portuguesa,['<7001'],1,3,['desempregada'],['licenciatura'],['satisfeito'],,,,,,['falta-espaco'],1.0,2001.0,['raiz'],['apoio-social'],['<7001'],,,,,
508,['arrendo'],lisboa,lisboa,['41-60'],['apartamento'],['T2'],"[1975, 1980)",nao_portuguesa,['20001-35000'],0,1,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],100,750.0,2017.0,['<7001'],['outra'],NR,,,,,,,,,,
509,['comprei'],lisboa,sintra,['81-100'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['12001-20000'],1,2,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,79000.0,2009.0,['bom'],['emprestimo'],['12001-20000'],,,,,
510,['arrendo'],lisboa,lisboa,['61-80'],['apartamento'],['T2'],"[1970, 1975)",portuguesa,['20001-35000'],1,1,['contrato-temporario'],['doutoramento'],['satisfeito'],50,800.0,2017.0,['12001-20000'],['apoio-familiar-inicio'],NR,,,,,,,,,,
511,['comprei'],lisboa,cascais,['81-100'],['apartamento'],['T3'],"[1970, 1975)",portuguesa,['35001-50000'],1,2,['desempregada'],['licenciatura'],['muito-satisfeito'],,,,,,,223750.0,2006.0,['raiz'],['emprestimo'],['35001-50000'],,,,,
512,['herdei'],lisboa,cascais,['101-200'],['moradia'],['T4+'],"[1960, 1965)",portuguesa,['20001-35000'],0,0,['aposentado'],['licenciatura'],['satisfeito'],,,,,,['habitacao-mau-estado'],,,,,,,1994.0,['12001-20000'],['20001-35000'],['mau']
513,['arrendo'],lisboa,oeiras,['81-100'],['apartamento'],['T4+'],"[1975, 1980)",portuguesa,['20001-35000'],1,1,['independente'],['doutoramento'],['insatisfeito'],100,1450.0,2023.0,['20001-35000'],['sem-ajuda'],NR,,,,,,,,,,
514,['comprei'],lisboa,amadora,['81-100'],['apartamento'],['T3'],"[1985, 1990)",portuguesa,['20001-35000'],1,4,['empregado-tempo-inteiro'],['licenciatura'],['muito-satisfeito'],,,,,,,207500.0,2024.0,['bom'],"['conjunto', 'outra']",['20001-35000'],['50001-80000'],,,,
515,['comprei'],braga,braga,['<20'],['apartamento'],['T4+'],"[1930, 1935)",portuguesa,['20001-35000'],2,0,['aposentado'],['secundario'],['muito-satisfeito'],,,,,,,350000.0,2001.0,['raiz'],['sem-ajuda'],['20001-35000'],,,,,
516,['outrem'],setúbal,barreiro,['101-200'],['apartamento'],['T3'],"[1980, 1985)",portuguesa,['<7001'],2,0,['empregado-tempo-parcial'],['licenciatura'],['indiferente'],,,,,,"['falta-espaco', 'financeiramente-dependente']",,,,,,,,,,
517,['outrem'],braga,vila nova de famalicão,['101-200'],['moradia'],['T3'],"[1980, 1985)",portuguesa,['20001-35000'],2,0,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],,,,,,NR,,,,,,,,,,
518,['arrendo'],lisboa,lisboa,['61-80'],['apartamento'],['T1'],"[1980, 1985)",portuguesa,['12001-20000'],1,2,['empregado-tempo-inteiro'],['licenciatura'],['muito-insatisfeito'],50,410.0,2011.0,['7001-12000'],['apoio-familiar-inicio'],"['pago-demasiado', 'outro', 'falta-espaco', 'habitacao-mau-estado']",,,,,,,,,,
519,['outrem'],aveiro,santa maria da feira,['101-200'],['moradia'],['T4+'],"[1980, 1985)",portuguesa,['20001-35000'],2,1,['empregado-tempo-inteiro'],['mestrado'],['muito-insatisfeito'],,,,,,NR,,,,,,,,,,
520,['herdei'],porto,porto,['21-40'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['12001-20000'],1,1,['desempregada'],['mestrado'],['satisfeito'],,,,,,['habitacao-mau-estado'],,,,,,,1998.0,['<7001'],['NA'],['bom']
521,['comprei'],porto,gondomar,['61-80'],['apartamento'],['T3'],"[1995, 2000)",portuguesa,['35001-50000'],1,0,['empregado-tempo-inteiro'],['licenciatura'],['insatisfeito'],,,,,,NR,165000.0,2023.0,['medio'],['emprestimo'],['20001-35000'],,,,,
522,['arrendo'],coimbra,cantanhede,['21-40'],['apartamento'],['T1'],"[1990, 1995)",portuguesa,['12001-20000'],0,1,['desempregada'],['mestrado'],['indiferente'],100,381.0,2019.0,['12001-20000'],['apoio-familiar-inicio'],['falta-espaco'],,,,,,,,,,
523,['herdei'],aveiro,aveiro,['81-100'],['apartamento'],['T2'],"[1990, 1995)",portuguesa,['20001-35000'],1,0,['contrato-temporario'],['doutoramento'],['satisfeito'],,,,,,['falta-espaco'],,,,,,,2022.0,['12001-20000'],['20001-35000'],['bom']
524,['arrendo'],lisboa,lisboa,['21-40'],['apartamento'],['T1'],"[1990, 1995)",portuguesa,['35001-50000'],0,0,['empregado-tempo-inteiro'],['doutoramento'],['indiferente'],100,950.0,2023.0,['35001-50000'],['sem-ajuda'],"['pago-demasiado', 'falta-espaco']",,,,,,,,,,
525,['comprei'],lisboa,oeiras,['61-80'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['20001-35000'],1,1,['empregado-tempo-inteiro'],['doutoramento'],['indiferente'],,,,,,"['pago-demasiado', 'outro']",400000.0,2024.0,['bom'],"['emprestimo', 'conjunto']",['20001-35000'],['35001-50000'],,,,
526,['comprei'],faro,lagos,['101-200'],['apartamento'],['T3'],"[1980, 1985)",portuguesa,['12001-20000'],0,1,['empregado-tempo-inteiro'],['licenciatura'],['muito-satisfeito'],,,,,,,112229.0,2005.0,['raiz'],['emprestimo'],['7001-12000'],,,,,
527,['arrendo'],lisboa,lisboa,['<20'],['apartamento'],['T4+'],"[2000, 2005)",portuguesa,['12001-20000'],0,5,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],20,400.0,2025.0,['12001-20000'],['sem-ajuda'],"['falta-espaco', 'partilho-casa-com-desconhecidos']",,,,,,,,,,
528,['comprei'],porto,vila nova de gaia,['61-80'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,"['empregado-tempo-inteiro', 'estudante-tempo-parcial']",['licenciatura'],['indiferente'],,,,,,['falta-espaco'],150000.0,2023.0,['medio'],"['emprestimo', 'apoio-familiar', 'conjunto']",['12001-20000'],['20001-35000'],,,,
529,['comprei'],lisboa,lisboa,['101-200'],['apartamento'],['T4+'],"[1970, 1975)",portuguesa,['>80001'],1,2,['independente'],['licenciatura'],['satisfeito'],,,,,,NR,350000.0,2001.0,['medio'],"['emprestimo', 'apoio-familiar']",['20001-35000'],,,,,
530,['comprei'],porto,trofa,['NA'],['apartamento'],['T2'],"[1990, 1995)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['insatisfeito'],,,,,,['pago-demasiado'],222500.0,2025.0,['execelente'],"['conjunto', 'emprestimo']",['12001-20000'],['20001-35000'],,,,
531,['outrem'],porto,trofa,['101-200'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['muito-insatisfeito'],,,,,,['outro'],,,,,,,,,,
532,['arrendo'],porto,porto,['41-60'],['apartamento'],['T1'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],50,817.0,2023.0,['12001-20000'],['sem-ajuda'],"['habitacao-mau-estado', 'pago-demasiado']",,,,,,,,,,
533,['comprei'],braga,braga,['101-200'],['apartamento'],['T3'],"[1990, 1995)",portuguesa,['35001-50000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,180000.0,2024.0,['bom'],['emprestimo'],['35001-50000'],,,,,
534,['comprei'],porto,vila nova de gaia,['101-200'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['35001-50000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,NR,299500.0,2024.0,['execelente'],"['emprestimo', 'conjunto']",['20001-35000'],['35001-50000'],,,,
535,['comprei'],braga,guimarães,['61-80'],['moradia'],['T4+'],"[1985, 1990)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,NR,140000.0,2022.0,['mau'],['emprestimo'],['20001-35000'],,,,,
536,['arrendo'],porto,vila nova de gaia,['61-80'],['apartamento'],['T2'],"[1980, 1985)",portuguesa,['7001-12000'],1,0,['desempregada'],['mestrado'],['insatisfeito'],50,357.0,2020.0,['12001-20000'],['sem-ajuda'],"['outro', 'habitacao-mau-estado']",,,,,,,,,,
537,['comprei'],lisboa,lisboa,['81-100'],['apartamento'],['T2'],"[1970, 1975)",portuguesa,['20001-35000'],0,1,['empregado-tempo-inteiro'],['doutoramento'],['satisfeito'],,,,,,"['pago-demasiado', 'dificuldades-financeiras']",225000.0,2021.0,['bom'],['emprestimo'],['20001-35000'],,,,,
538,['comprei'],lisboa,oeiras,['201-400'],['moradia'],['T4+'],"[1965, 1970)",portuguesa,['50001-80000'],1,0,"['empregado-tempo-inteiro', 'independente']",['doutoramento'],['muito-satisfeito'],,,,,,,500000.0,2005.0,['raiz'],"['emprestimo', 'conjunto']",['35001-50000'],['50001-80000'],,,,
539,['arrendo'],porto,porto,['101-200'],['apartamento'],['T4+'],"[1995, 2000)",nao_portuguesa,['20001-35000'],3,0,['contrato-temporario'],['mestrado'],['insatisfeito'],30,345.0,2022.0,['7001-12000'],['sem-ajuda'],"['habitacao-mau-estado', 'falta-espaco']",,,,,,,,,,
540,['comprei'],coimbra,coimbra,['81-100'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],1,0,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],,,,,,,225000.0,2023.0,['execelente'],"['emprestimo', 'conjunto']",['12001-20000'],['20001-35000'],,,,
541,['outrem'],lisboa,arruda dos vinhos,['81-100'],['moradia'],['T3'],"[1995, 2000)",portuguesa,['12001-20000'],3,0,['empregado-tempo-inteiro'],['mestrado'],['muito-insatisfeito'],,,,,,"['vivo-longe', 'financeiramente-dependente', 'outro']",,,,,,,,,,
542,['comprei'],porto,matosinhos,['101-200'],['apartamento'],['T4+'],"[1965, 1970)",portuguesa,['50001-80000'],2,2,['empregado-tempo-inteiro'],['doutoramento'],['satisfeito'],,,,,,"['vivo-longe', 'vivo-longe-de-transportes']",250000.0,2001.0,['bom'],['sem-ajuda'],['35001-50000'],,,,,
543,['comprei'],lisboa,lisboa,['41-60'],['apartamento'],['T2'],"[1990, 1995)",portuguesa,['>80001'],1,1,['empregado-tempo-inteiro'],['mestrado'],['satisfeito'],,,,,,"['falta-espaco', 'vivo-longe-de-transportes']",367000.0,2022.0,['raiz'],['emprestimo'],['>80001'],,,,,
544,['comprei'],lisboa,azambuja,['101-200'],['moradia'],['T3'],"[1975, 1980)",portuguesa,['12001-20000'],1,2,['empregado-tempo-inteiro'],['licenciatura'],['satisfeito'],,,,,,['vivo-longe'],120000.0,2004.0,['raiz'],['emprestimo'],['7001-12000'],,,,,
545,['arrendo'],lisboa,lisboa,['61-80'],['apartamento'],['T2'],"[1995, 2000)",portuguesa,['20001-35000'],0,1,['empregado-tempo-inteiro'],['mestrado'],['muito-satisfeito'],50,400.0,2022.0,['12001-20000'],['outra'],,,,,,,,,,,
546,['comprei'],lisboa,lisboa,['61-80'],['apartamento'],['T1'],"[1970, 1975)",portuguesa,['20001-35000'],0,0,['empregado-tempo-inteiro'],['mestrado'],['indiferente'],,,,,,['dificuldades-financeiras'],150000.0,2011.0,['mau'],['emprestimo'],['20001-35000'],,,,,
